EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1046,3,3,3,2,3,47,No,Travel_Rarely,Research & Development,19,5,Medical,1,Female,2,Research Scientist,Divorced,28270,8,Y,14,8,1,28,3,22,14,10
1047,3,3,2,1,3,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Manager,Divorced,199430,2,Y,13,8,1,15,3,7,7,7
1048,2,3,4,4,2,54,No,Travel_Rarely,Sales,27,4,Medical,1,Male,1,Research Scientist,Married,31310,4,Y,14,8,0,14,3,7,1,7
1049,3,3,1,1,3,31,No,Travel_Frequently,Sales,8,4,Other,1,Female,3,Manufacturing Director,Married,25520,2,Y,18,8,0,9,2,3,2,2
1050,3,3,3,1,3,28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,3,Manager,Married,44770,1,Y,15,8,0,3,6,3,1,2
1051,1,3,2,4,2,38,No,Travel_Rarely,Research & Development,19,3,Medical,1,Female,2,Manufacturing Director,Married,64740,2,Y,13,8,2,20,3,4,0,3
1052,2,3,3,4,3,26,No,Travel_Rarely,Sales,8,3,Marketing,1,Female,1,Healthcare Representative,Single,30330,1,Y,12,8,0,5,2,5,1,2
1053,3,3,1,3,3,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Female,1,Sales Representative,Married,29360,2,Y,13,8,1,23,3,2,2,2
1054,3,4,2,3,1,18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,3,Sales Representative,Single,186060,1,Y,24,8,2,0,4,0,0,0
1055,3,3,4,1,3,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0
1056,2,3,1,1,3,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0
1057,2,3,3,3,4,45,No,Non-Travel,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,Married,170480,4,Y,15,8,0,10,3,8,5,7
1058,3,3,4,2,3,36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,Female,5,Laboratory Technician,Married,22900,4,Y,11,8,0,15,5,1,0,0
1059,3,4,1,4,3,43,No,Travel_Frequently,Sales,8,3,Medical,1,Male,1,Research Director,Married,36000,1,Y,23,8,0,7,2,7,7,7
1060,3,3,4,4,2,27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,Male,5,Research Scientist,Single,21070,0,Y,13,8,0,6,2,5,0,2
1061,3,3,4,4,4,29,No,Travel_Frequently,Research & Development,6,2,Medical,1,Male,1,Human Resources,Married,41150,1,Y,11,8,0,11,1,11,3,10
1062,3,3,4,4,4,32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,Male,4,Sales Executive,Single,43270,8,Y,13,8,0,4,4,0,0,0
1063,3,3,3,3,2,42,No,Non-Travel,Research & Development,11,3,Medical,1,Male,1,Manager,Married,178560,3,Y,18,8,0,10,2,6,3,3
1064,2,3,2,3,3,47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,5,Manager,Single,31960,4,Y,14,8,1,7,3,2,2,0
1065,3,4,4,4,2,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Female,1,Laboratory Technician,Divorced,190810,3,Y,21,8,0,12,2,9,4,7
1066,2,3,3,4,3,28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Divorced,89660,1,Y,16,8,1,3,3,3,2,2
1067,3,3,4,3,3,29,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Manufacturing Director,Divorced,22100,8,Y,11,8,1,11,4,7,1,6
1068,3,3,4,3,3,42,No,Travel_Rarely,Sales,2,4,Medical,1,Female,2,Research Director,Single,45390,4,Y,17,8,1,8,5,0,0,0
1069,3,3,3,2,2,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,Single,27410,7,Y,11,8,0,7,3,2,2,2
1070,3,3,1,1,3,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8
1071,4,3,2,3,3,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,5,Research Scientist,Married,45410,1,Y,14,8,2,9,4,9,5,8
1072,3,4,4,2,3,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,26780,1,Y,25,8,1,1,3,1,0,0
1073,2,3,1,3,3,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Manufacturing Director,Married,73790,7,Y,13,8,2,21,3,16,6,14
1074,2,3,4,2,3,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Manager,Married,62720,4,Y,14,8,0,29,3,22,12,9
1075,2,3,4,4,2,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1,Y,17,8,0,1,3,1,1,0
1076,4,4,3,2,3,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,Married,27430,5,Y,25,8,1,14,1,8,0,7
1077,3,4,4,1,2,27,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,3,Healthcare Representative,Married,49980,0,Y,20,8,2,8,3,7,7,3
1078,3,3,NA,4,3,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,Male,3,Healthcare Representative,Divorced,102520,8,Y,13,8,1,7,3,2,2,2
1079,3,3,2,4,4,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Human Resources,Married,27810,8,Y,13,8,1,19,2,5,0,4
1080,4,3,2,2,3,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,2,Laboratory Technician,Married,68520,1,Y,18,8,1,1,2,1,0,0
1081,3,3,2,4,2,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,Single,49500,1,Y,12,8,2,1,3,1,0,0
1082,3,3,4,2,3,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1,Y,19,8,3,1,3,1,0,0
1083,2,3,2,3,3,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,1,Sales Executive,Married,131910,1,Y,14,8,1,10,2,10,1,7
1084,3,3,2,3,3,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,5,Manager,Divorced,103770,1,Y,14,8,0,10,2,10,0,2
1085,3,3,3,4,3,34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,Female,1,Sales Executive,Married,22350,2,Y,14,8,1,9,2,5,1,0
1086,2,3,4,1,3,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Female,1,Sales Executive,Single,105020,3,Y,12,8,0,11,4,3,1,2
1087,4,3,4,1,3,37,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4
1088,2,4,4,2,3,35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2
1089,2,3,2,4,2,45,No,Travel_Rarely,Research & Development,3,3,Medical,1,Female,2,Sales Executive,Married,37600,0,Y,14,8,1,10,2,9,3,8
1090,1,3,2,4,2,36,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,4,Manufacturing Director,Single,177790,1,Y,17,8,1,10,5,10,0,8
1091,3,3,1,1,3,40,No,Travel_Rarely,Research & Development,3,3,Other,1,Male,1,Sales Executive,Divorced,68330,2,Y,13,8,0,22,3,19,11,16
1092,2,3,2,3,2,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Human Resources,Married,68120,1,Y,13,8,0,1,2,1,1,0
1093,2,4,1,3,NA,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,2,Manufacturing Director,Single,51710,0,Y,20,8,1,9,1,8,0,7
1094,4,3,4,4,3,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,2,Research Director,Divorced,197400,3,Y,14,8,0,24,2,22,4,7
1095,3,3,2,1,3,44,No,Travel_Rarely,Sales,1,2,Medical,1,Male,4,Manager,Married,187110,2,Y,12,8,1,10,0,2,2,2
1096,3,3,4,1,3,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,Married,36920,1,Y,12,8,1,5,5,5,3,0
1097,3,4,1,4,3,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,Single,25590,1,Y,21,8,0,5,3,4,1,0
1098,3,3,3,2,1,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,Female,3,Healthcare Representative,Married,25170,2,Y,14,8,0,12,3,4,1,3
1099,3,3,3,2,3,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Sales Executive,Married,66230,5,Y,18,8,0,14,3,5,1,4
1100,3,3,3,1,4,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,Married,182650,9,Y,12,8,1,18,4,13,5,7
1101,2,4,3,4,3,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,1,Sales Executive,Divorced,161240,2,Y,23,8,1,8,2,5,1,4
1102,3,3,4,4,2,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,3,Laboratory Technician,Married,25850,3,Y,12,8,0,9,5,4,0,1
1103,4,4,1,3,2,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Female,3,Manufacturing Director,Divorced,182130,8,Y,21,8,2,4,3,2,2,2
1104,4,3,3,4,3,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,2,Healthcare Representative,Married,83800,NA,Y,14,8,0,8,3,7,7,7
1105,3,3,2,3,3,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,2,Manager,Single,29940,4,Y,18,8,1,12,2,4,0,3
1106,3,3,2,3,2,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,5,Sales Executive,Single,12230,1,Y,13,8,1,10,3,10,0,9
1107,3,3,3,4,3,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,Male,4,Research Scientist,Married,11180,1,Y,11,8,0,7,3,7,0,7
1108,3,3,3,1,3,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0
1109,3,3,1,3,3,39,No,Non-Travel,Research & Development,8,5,Medical,1,Female,2,Sales Representative,Married,188240,6,Y,19,8,1,10,4,3,1,2
1110,3,3,2,2,2,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,Male,2,Healthcare Representative,Married,135770,1,Y,12,8,1,6,2,5,1,2
1111,3,3,3,4,3,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26250,1,Y,12,8,3,16,4,15,6,11
1112,3,3,4,3,3,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,Single,187890,3,Y,16,8,1,6,4,2,2,2
1113,3,3,3,2,4,47,No,Non-Travel,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,45380,8,Y,11,8,0,16,3,8,1,7
1114,3,3,4,1,3,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Female,2,Sales Executive,Married,198470,4,Y,14,8,0,6,6,0,0,0
1115,3,3,1,1,3,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,1,Laboratory Technician,Married,105120,1,Y,12,8,1,10,2,10,7,9
1116,3,3,4,2,3,38,No,Travel_Frequently,Research & Development,4,2,Medical,1,Female,1,Manager,Divorced,44440,1,Y,13,8,0,20,2,20,0,7
1117,3,4,4,4,2,58,No,Travel_Rarely,Sales,5,3,Marketing,1,Male,5,Sales Representative,Married,21540,4,Y,21,8,1,29,3,1,0,0
1118,3,3,1,3,3,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3,Y,17,8,1,8,2,4,0,3
1119,3,4,2,4,4,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Female,1,Sales Representative,Divorced,44900,2,Y,21,8,1,10,1,5,0,3
1120,2,3,2,4,3,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,Male,2,Research Scientist,Married,35060,3,Y,11,8,1,28,4,5,4,3
1121,3,3,2,4,3,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Executive,Divorced,23720,3,Y,12,8,1,14,3,0,0,0
1122,3,3,1,2,3,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1,Y,13,8,1,1,2,1,0,0
1123,3,3,2,1,1,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,Male,1,Sales Executive,Married,54100,0,Y,18,8,0,6,4,5,0,4
1124,3,3,3,3,2,28,No,Non-Travel,Research & Development,21,1,Medical,1,Male,3,Research Scientist,Single,79780,1,Y,16,8,2,5,2,5,1,4
1125,4,3,3,1,4,31,No,Non-Travel,Sales,23,1,Medical,1,Male,1,Sales Executive,Divorced,38670,1,Y,11,8,1,4,4,4,2,3
1126,1,3,1,2,3,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Married,28380,1,Y,19,8,2,5,5,5,0,2
1127,3,3,1,4,2,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,4,Healthcare Representative,Single,46950,1,Y,16,8,1,14,2,14,2,1
1128,2,3,4,3,2,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1
1129,4,3,3,1,2,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Single,20800,0,Y,13,8,0,8,6,7,7,6
1130,4,4,1,1,2,29,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,Laboratory Technician,Married,20960,0,Y,22,8,0,6,2,5,0,2
1131,4,3,3,4,3,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,Male,3,Manager,Divorced,62090,5,Y,17,8,1,9,5,5,1,2
1132,3,3,4,1,3,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,Female,2,Human Resources,Married,180610,1,Y,14,8,1,10,2,10,8,7
1133,2,3,3,4,2,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3
1134,2,3,1,1,2,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,Male,3,Sales Representative,Single,23720,4,Y,12,8,0,20,3,1,0,0
1135,1,3,3,4,3,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Sales Representative,Married,48830,1,Y,18,8,1,10,1,10,0,9
1136,3,3,4,4,3,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Manager,Single,39040,1,Y,15,8,0,7,2,7,0,7
1137,2,3,4,4,3,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,2,Research Scientist,Single,46270,8,Y,17,8,1,8,2,1,0,0
1138,3,3,1,4,3,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8
1139,3,3,1,1,2,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2
1140,3,3,1,3,2,54,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,3,Research Scientist,Married,66740,3,Y,17,8,1,9,2,4,2,3
1141,3,3,4,3,3,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,4,Sales Executive,Divorced,168800,1,Y,14,8,3,9,2,9,2,8
1142,3,3,1,3,3,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Research Scientist,Married,90940,1,Y,12,8,1,10,0,10,0,9
1143,2,3,4,2,3,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,Female,4,Sales Executive,Married,84460,0,Y,14,8,0,7,3,6,1,2
1144,2,3,3,2,3,55,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Laboratory Technician,Married,119160,4,Y,15,8,1,35,3,10,1,4
1145,3,3,4,4,3,31,No,Travel_Rarely,Sales,6,3,Other,1,Male,1,Manufacturing Director,Divorced,45340,1,Y,13,8,0,1,2,1,0,0
1146,2,3,2,1,3,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Sales Executive,Single,98520,0,Y,12,8,1,21,5,20,11,10
1147,3,3,4,3,3,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,61510,1,Y,13,8,1,20,3,20,3,7
1148,3,3,3,3,4,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,Male,2,Healthcare Representative,Married,23020,4,Y,14,8,0,13,3,11,4,8
1149,4,3,3,1,3,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Human Resources,Single,23620,6,Y,13,8,1,9,2,5,1,4
1150,1,3,2,3,2,24,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Manufacturing Director,Single,178610,1,Y,11,8,2,4,5,4,1,2
1151,3,3,4,4,4,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Scientist,Single,191870,1,Y,11,8,1,5,2,5,1,4
1152,2,4,4,3,4,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,Female,3,Research Scientist,Married,197170,1,Y,21,8,0,10,1,10,9,4
1153,2,3,2,2,3,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,5,Research Scientist,Married,35440,3,Y,18,8,3,15,3,11,5,10
1154,3,3,3,2,3,25,No,Travel_Rarely,Sales,20,5,Medical,1,Female,2,Laboratory Technician,Married,85000,4,Y,12,8,0,6,2,2,1,2
1155,2,3,4,2,2,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,Male,2,Research Scientist,Married,46610,1,Y,11,8,0,12,3,12,1,7
1156,3,3,4,3,2,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,5,Sales Executive,Divorced,41030,6,Y,15,8,1,7,2,2,0,2
1157,2,3,1,3,3,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Executive,Single,42490,2,Y,13,8,1,25,2,17,12,11
1158,3,3,2,3,2,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Divorced,140260,1,Y,12,8,0,1,4,1,0,0
1159,3,3,4,2,3,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,Sales Executive,Married,68930,0,Y,17,8,0,16,3,15,5,8
1160,3,3,1,3,3,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Sales Executive,Married,61250,0,Y,13,8,1,3,3,2,1,2
1161,3,3,1,3,3,38,No,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Research Scientist,Married,36690,2,Y,19,8,0,10,2,8,7,7
1162,1,3,4,1,2,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,2,Laboratory Technician,Divorced,100080,6,Y,19,8,1,9,3,4,1,2
1163,1,3,4,4,3,41,No,Travel_Rarely,Sales,2,2,Medical,1,Male,1,Healthcare Representative,Married,23870,3,Y,17,8,1,12,1,5,1,0
1164,2,3,3,2,1,47,No,Non-Travel,Research & Development,21,2,Medical,1,Male,1,Sales Executive,Married,46390,0,Y,11,8,1,14,2,13,5,12
1165,2,3,4,3,3,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Healthcare Representative,Married,78980,7,Y,15,8,0,5,2,2,2,2
1166,3,3,4,3,4,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,Male,2,Sales Executive,Single,25340,0,Y,11,8,0,4,1,3,1,2
1167,3,4,2,3,3,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Sales Executive,Single,131420,1,Y,25,8,2,10,4,10,0,8
1168,2,3,2,4,3,33,No,Travel_Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1
1169,3,3,3,2,3,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Manufacturing Director,Single,53630,1,Y,13,8,0,6,4,6,4,1
1170,2,3,1,4,2,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Director,Married,50710,8,Y,17,8,1,8,3,1,0,0
1171,3,3,2,2,3,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,136950,0,Y,13,8,0,3,3,2,2,2
1172,3,3,1,4,3,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Sales Executive,Single,134020,7,Y,14,8,1,18,1,7,1,7
1173,2,3,2,3,3,38,No,Travel_Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11
1174,3,3,3,4,3,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Manager,Married,63770,1,Y,12,8,2,14,3,14,5,7
1175,3,3,3,4,3,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Sales Executive,Married,54290,1,Y,17,8,1,16,3,16,6,8
1176,3,4,1,3,2,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manufacturing Director,Divorced,27850,0,Y,21,8,0,6,2,5,0,4
1177,3,3,1,4,2,52,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Manager,Divorced,46140,2,Y,16,8,1,16,3,9,0,0
1178,3,3,2,4,3,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,1,Sales Representative,Single,26100,6,Y,15,8,0,6,2,4,1,2
1179,3,3,3,1,3,21,No,Travel_Rarely,Sales,10,5,Medical,1,Male,3,Research Scientist,Single,66870,1,Y,19,8,3,2,0,2,1,2
1180,4,3,4,4,2,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,Female,2,Research Director,Single,47240,2,Y,12,8,1,21,4,6,1,3
1181,3,3,4,1,2,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,Married,61790,1,Y,11,8,0,1,3,1,1,0
1182,3,3,1,4,3,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,2,Laboratory Technician,Married,61200,0,Y,19,8,0,10,2,9,3,4
1183,2,3,4,2,3,36,No,Travel_Frequently,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Divorced,105960,7,Y,15,8,0,18,3,4,0,2
1184,2,4,3,3,2,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Divorced,54670,1,Y,20,8,0,13,6,13,1,9
1185,3,4,1,4,4,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,Married,29960,9,Y,25,8,0,4,4,2,2,2
1186,2,4,1,3,2,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,3,Research Scientist,Married,99980,5,Y,24,8,2,24,3,22,4,14
1187,3,4,4,3,1,56,Yes,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,Married,40780,8,Y,24,8,1,14,3,10,9,8
1188,4,3,1,2,3,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Healthcare Representative,Married,109200,0,Y,15,8,1,21,3,20,0,10
1189,3,3,4,3,3,34,No,Travel_Rarely,Sales,1,3,Medical,1,Female,1,Laboratory Technician,Married,62320,1,Y,13,8,1,8,3,8,1,7
1190,3,3,4,4,2,36,No,Non-Travel,Sales,1,1,Medical,1,Female,1,Human Resources,Divorced,132470,1,Y,14,8,0,15,3,15,11,11
1191,3,3,3,2,3,41,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Healthcare Representative,Divorced,40810,2,Y,13,8,0,14,3,5,0,4
1192,3,3,4,1,3,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,2,Research Scientist,Single,57690,1,Y,11,8,0,4,3,4,1,2
1193,3,3,3,4,3,35,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,2,Healthcare Representative,Single,23940,1,Y,16,8,1,9,3,9,1,7
1194,2,4,1,4,3,38,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,3,Sales Representative,Married,39040,1,Y,22,8,0,10,3,10,1,9
1195,2,3,2,3,3,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,Divorced,167990,7,Y,14,8,1,12,2,6,0,1
1196,2,3,2,NA,2,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,1,Healthcare Representative,Married,29500,4,Y,14,8,0,8,1,6,0,0
1197,4,3,4,3,3,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,36290,8,Y,16,8,1,8,2,5,0,1
1198,3,3,3,3,NA,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Single,93620,2,Y,11,8,1,8,6,2,2,2
1199,2,4,3,3,4,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2
1200,3,3,3,3,3,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,1,Manager,Married,35780,2,Y,14,8,1,20,2,5,0,2
1201,3,3,3,4,3,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,Male,2,Research Scientist,Married,79880,1,Y,18,8,0,4,3,4,1,1
1202,2,3,4,2,3,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,Sales Executive,Married,42840,4,Y,11,8,0,10,5,4,0,3
1203,3,3,4,1,1,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Sales Representative,Single,75530,1,Y,19,8,0,5,3,5,0,4
1204,3,3,4,1,3,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,Divorced,173280,4,Y,15,8,2,20,1,3,2,0
1205,4,3,2,4,2,39,No,Travel_Rarely,Sales,25,3,Medical,1,Male,2,Sales Executive,Married,197010,0,Y,11,8,0,21,3,20,9,6
1206,3,3,2,1,3,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Female,4,Sales Executive,Single,147320,0,Y,12,8,0,10,3,9,1,7
1207,3,4,4,3,3,26,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Manager,Single,92780,0,Y,20,8,0,5,3,4,0,0
1208,3,3,3,4,3,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3
1209,3,3,4,1,3,39,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,1,Research Scientist,Married,47790,4,Y,14,8,2,9,3,7,1,7
1210,3,4,2,2,3,27,No,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Laboratory Technician,Married,164220,1,Y,20,8,1,6,3,6,0,3
1211,2,3,4,2,2,49,No,Travel_Frequently,Research & Development,6,1,Medical,1,Male,3,Healthcare Representative,Married,29960,2,Y,18,8,1,17,2,9,0,8
