Department_Sales,Department_Research & Development,Department_Human Resources,EducationField_Life Sciences,EducationField_Other,EducationField_Medical,EducationField_Marketing,EducationField_Technical Degree,EducationField_Human Resources,JobRole_Healthcare Representative,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Human Resources,JobRole_Research Director,JobRole_Laboratory Technician,JobRole_Manufacturing Director,JobRole_Sales Representative,JobRole_Manager,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Divorced,WorkLifeBalance_at_least_1.0,WorkLifeBalance_at_least_2.0,WorkLifeBalance_at_least_3.0,EnvironmentSatisfaction_at_least_1.0,EnvironmentSatisfaction_at_least_2.0,EnvironmentSatisfaction_at_least_3.0,JobSatisfaction_at_least_1.0,JobSatisfaction_at_least_2.0,JobSatisfaction_at_least_3.0,JobInvolvement_at_least_1,JobInvolvement_at_least_2,JobInvolvement_at_least_3,PerformanceRating_at_least_1,PerformanceRating_at_least_2,PerformanceRating_at_least_3,JobLevel_at_least_1,JobLevel_at_least_2,JobLevel_at_least_3,JobLevel_at_least_4,Education_at_least_1,Education_at_least_2,Education_at_least_3,Education_at_least_4,StockOptionLevel_at_least_1,StockOptionLevel_at_least_2,StockOptionLevel_at_least_3,NumCompaniesWorked,TotalWorkingYears,Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Travel,Frequently,Female,Attrition1,Attrition2
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.4444444444444444,0.325,0.6666666666666666,0.32142857142857145,0.17972617166929963,0,0.3333333333333333,0.225,0.2,0.4117647058823529,1,0,0,1,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.4444444444444444,0.3,0.5238095238095238,0.9285714285714286,0.48788836229594523,0.5,0.5,0.125,0,0.17647058823529413,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.1111111111111111,0.25,0.38095238095238093,0.03571428571428571,0.22822538177988416,0.21428571428571427,0.8333333333333334,0.25,0.26666666666666666,0.47058823529411764,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.4444444444444444,0.925,0.9523809523809523,0.03571428571428571,0.07198525539757768,0.07142857142857142,0.5,0.4,0.9333333333333333,0.8235294117647058,0,0,0,-1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,0.40476190476190477,0.25,0.2283833596629805,0.21428571428571427,0.5,0.125,0,0.17647058823529413,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0.8888888888888888,0.7,0.6904761904761905,0.6428571428571429,0.09573459715639811,0.21428571428571427,0.5,0.55,0.9333333333333333,0.5882352941176471,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0.2222222222222222,0.375,0.5238095238095238,0,0.9970510795155345,0.14285714285714285,0.5,0.175,0.4666666666666667,0.4117647058823529,1,0,0,-1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.4444444444444444,0.35,0.8571428571428571,0.9285714285714286,0.11174302264349657,0.21428571428571427,0.5,0.175,0.06666666666666667,0.4117647058823529,1,0,0,-1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0.2222222222222222,0.225,0.30952380952380953,0.25,0.08125329120589785,0.5,0.3333333333333333,0.075,0.13333333333333333,0.11764705882352941,1,1,1,-1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.075,0.23809523809523808,0,0.1826224328593997,0.2857142857142857,1,0.075,0.06666666666666667,0.11764705882352941,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0.2222222222222222,0.5,0.47619047619047616,0.6428571428571429,0.2877830437072143,0.14285714285714285,0.5,0.1,0,0.17647058823529413,1,0,1,-1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.1111111111111111,0.125,0.19047619047619047,0.25,0.10658241179568194,0.07142857142857142,0.3333333333333333,0.125,0.06666666666666667,0.11764705882352941,1,0,1,-1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.2222222222222222,0.575,0.9523809523809523,0.32142857142857145,0.10147446024223275,0.14285714285714285,0.5,0.05,0.13333333333333333,0.11764705882352941,1,1,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0.1111111111111111,0,0,0.03571428571428571,0.9266456029489205,0.9285714285714286,0.6666666666666666,0,0,0,0,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0.05,0.30952380952380953,0.03571428571428571,0.06103212216956293,0.21428571428571427,0.3333333333333333,0.025,0,0,1,0,0,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.4444444444444444,0.1,0.2619047619047619,0.25,0.09710373880989995,0.21428571428571427,0.8333333333333334,0.05,0.13333333333333333,0,1,0,0,1,1
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.4444444444444444,0.25,0.6428571428571429,0,0.8446024223275408,0.2857142857142857,0.5,0.2,0.3333333333333333,0.4117647058823529,0,0,0,-1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.4444444444444444,0.375,0.42857142857142855,0.03571428571428571,0.0674565560821485,0,0.8333333333333334,0.025,0,0,1,0,1,-1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.1111111111111111,0.175,0.5952380952380952,0.25,0.1364402317008952,0.8571428571428571,0.3333333333333333,0.175,0.4666666666666667,0.4117647058823529,1,1,0,-1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0.15,0.21428571428571427,0.25,0.05781990521327014,0.14285714285714285,0.3333333333333333,0.125,0,0.11764705882352941,1,1,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.275,0.2619047619047619,0.17857142857142858,0.1635597682991048,0,0.16666666666666666,0.275,0.2,0.5882352941176471,1,1,0,-1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.8888888888888888,0.1,0.3333333333333333,0.2857142857142857,0.17472353870458135,0.14285714285714285,0.6666666666666666,0,0,0,1,1,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.3333333333333333,0.25,0.5714285714285714,0.35714285714285715,0.8871511321748289,0.5,0.3333333333333333,0.15,0.2,0.17647058823529413,0,0,0,-1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0.4444444444444444,0.175,0.6904761904761905,0.03571428571428571,0.11516587677725118,0.21428571428571427,0.5,0.05,0.13333333333333333,0,1,0,1,-1,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.3333333333333333,0.3,0.6666666666666666,0,0.9516587677725118,0.7142857142857143,0.3333333333333333,0.225,0.26666666666666666,0.4117647058823529,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.1111111111111111,0.075,0.23809523809523808,0.21428571428571427,0.41901000526592946,0.35714285714285715,0.5,0.075,0.13333333333333333,0.11764705882352941,0,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.8888888888888888,0.275,0.2619047619047619,0.5357142857142857,0.06324381253291206,0,0.6666666666666666,0.175,0.06666666666666667,0.35294117647058826,1,0,1,-1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0.4444444444444444,0.2,0.5714285714285714,0.03571428571428571,0.18588730911005794,0.42857142857142855,0.8333333333333334,0,0,0,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.175,0.3333333333333333,0,0.09120589784096893,0,0.5,0.05,0.13333333333333333,0.11764705882352941,1,0,0,1,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.625,0.6666666666666666,0.7857142857142857,0.13070036861506057,0.21428571428571427,0,0.475,0.13333333333333333,0.47058823529411764,1,0,0,-1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0.1111111111111111,0.225,0.21428571428571427,0.03571428571428571,0.18599262769878883,0.21428571428571427,0.6666666666666666,0.225,0.3333333333333333,0.47058823529411764,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0.1111111111111111,0.025,0.2619047619047619,0,0.08788836229594524,1,0.5,0.025,0,0,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.7777777777777778,0.525,0.5952380952380952,0,0.33543970510795157,0.14285714285714285,0.5,0.4,0.4,0.8235294117647058,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.4444444444444444,0.725,0.7142857142857143,0.03571428571428571,0.27714586624539234,0.21428571428571427,0.5,0.55,0.8,0.5294117647058824,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.025,0.2619047619047619,0.42857142857142855,0.22174828857293313,0.42857142857142855,0.5,0.025,0.06666666666666667,0,1,1,1,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.5555555555555556,0.35,0.6666666666666666,0.10714285714285714,0.09131121642969985,1,0.16666666666666666,0.2,0,0.4117647058823529,1,0,1,1,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0.2,0.21428571428571427,0.5357142857142857,0.210057925223802,0.6428571428571429,0.5,0.175,0.4666666666666667,0.17647058823529413,1,1,0,-1,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.8888888888888888,0.175,0.5,0.03571428571428571,0.4867298578199052,0.14285714285714285,0.5,0.05,0.13333333333333333,0.11764705882352941,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.8888888888888888,0.475,0.8809523809523809,0.03571428571428571,0.09331226961558715,0.14285714285714285,0.3333333333333333,0.125,0,0.23529411764705882,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.1111111111111111,0.025,0.23809523809523808,1,0.3076882569773565,0.5,0.3333333333333333,0.025,0,0,1,0,0,-1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0.1111111111111111,0.025,0.2857142857142857,0.39285714285714285,0.20753027909426014,0.07142857142857142,0.5,0.025,0,0,1,0,1,1,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0.1111111111111111,0.025,0.09523809523809523,0.5357142857142857,0.13533438651922064,0.5714285714285714,0.5,0.025,0,0,1,0,1,1,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.1111111111111111,0.25,0.42857142857142855,0.35714285714285715,0.6414955239599789,0.21428571428571427,0.3333333333333333,0.25,0.06666666666666667,0.4117647058823529,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.1111111111111111,0.25,0.30952380952380953,0.03571428571428571,0.49331226961558716,0.21428571428571427,0.3333333333333333,0.25,0,0.11764705882352941,1,0,1,-1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.2222222222222222,0.225,0.38095238095238093,0.4642857142857143,0.06456029489204845,0.21428571428571427,0.3333333333333333,0.125,0.06666666666666667,0,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.3333333333333333,0.275,0.2619047619047619,0.14285714285714285,0.4998946814112691,0.07142857142857142,0.6666666666666666,0.075,0.06666666666666667,0.11764705882352941,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5555555555555556,0.4,0.4523809523809524,0.21428571428571427,0.05276461295418641,0.14285714285714285,0.6666666666666666,0.125,0,0.23529411764705882,1,0,0,-1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.1,0.40476190476190477,0.03571428571428571,0.04476040021063718,1,0.3333333333333333,0.075,0,0.11764705882352941,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0.25,0.6428571428571429,0.07142857142857142,0.14486571879936808,0.21428571428571427,0.3333333333333333,0.225,0.2,0.47058823529411764,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0.1111111111111111,0.25,0.42857142857142855,0.14285714285714285,0.8830963665086888,0.42857142857142855,0.8333333333333334,0.25,0,0.47058823529411764,1,1,1,-1,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.2222222222222222,0.55,0.5238095238095238,0.07142857142857142,0.3066877303844128,0.14285714285714285,0.5,0.475,0.7333333333333333,0.9411764705882353,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.025,0.19047619047619047,0.8928571428571429,0.30558188520273827,0.14285714285714285,0.3333333333333333,0.025,0.06666666666666667,0,1,0,0,-1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0.225,0.21428571428571427,0.10714285714285714,0.2191679831490258,0.6428571428571429,0.16666666666666666,0.2,0,0.4117647058823529,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.3333333333333333,0.6,0.7142857142857143,0.03571428571428571,0.986361242759347,0.21428571428571427,0.3333333333333333,0.55,0.26666666666666666,0.4117647058823529,1,1,0,-1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0.2222222222222222,0.25,0.6190476190476191,0,0.9321748288572933,0.07142857142857142,0,0.05,0.13333333333333333,0.11764705882352941,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.1111111111111111,0.125,0.38095238095238093,0.9285714285714286,0.1412848867825171,0.07142857142857142,0.8333333333333334,0.125,0.2,0,0,0,1,1,1
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.1111111111111111,0.125,0.9047619047619048,0,0.08162190626645603,0.7142857142857143,0.5,0.1,0.06666666666666667,0,1,0,1,1,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0.2222222222222222,0.3,0.42857142857142855,0.42857142857142855,0.0794102159031069,0.21428571428571427,0.5,0.1,0.06666666666666667,0.17647058823529413,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5555555555555556,0.35,0.5476190476190477,0.14285714285714285,0.2956292785676672,0.5,0.5,0.125,0.06666666666666667,0.23529411764705882,1,0,1,-1,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0.45,0.5714285714285714,0.21428571428571427,0.9086887835703001,0.07142857142857142,0.6666666666666666,0.325,0.3333333333333333,0.4117647058823529,1,0,1,-1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0.2222222222222222,0.2,0.30952380952380953,0.2857142857142857,0.7959452343338599,0.8571428571428571,0.3333333333333333,0.125,0.06666666666666667,0.23529411764705882,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.225,0.38095238095238093,0.25,0.08299104791995787,0.07142857142857142,0.8333333333333334,0.1,0,0.058823529411764705,1,0,1,-1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0.8888888888888888,0.1,0.30952380952380953,0.8571428571428571,0.9059505002632965,0.7142857142857143,0.5,0.05,0.13333333333333333,0.11764705882352941,1,0,1,-1,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0.19047619047619047,0.5357142857142857,0.3881516587677725,0.21428571428571427,0.5,0.175,0.4666666666666667,0.4117647058823529,1,1,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0.4444444444444444,0.3,0.6428571428571429,0.25,0.10452869931542917,0.5,0.3333333333333333,0.1,0,0.17647058823529413,1,1,1,-1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0.1111111111111111,0.25,0.35714285714285715,0,0.011269088994207477,0.14285714285714285,0.5,0.25,0,0.5294117647058824,1,0,1,-1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0.1111111111111111,0.175,0.23809523809523808,0.25,0.00573986308583465,0,0.5,0.175,0,0.4117647058823529,1,1,0,-1,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0.1111111111111111,0.025,0.2619047619047619,0.03571428571428571,0.09826224328593997,0,0.5,0.025,0,0,1,1,0,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0.6666666666666666,0.25,0.5,0.25,0.9381253291205898,0.5714285714285714,0.6666666666666666,0.075,0.06666666666666667,0.11764705882352941,0,0,1,-1,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.1111111111111111,0.15,0.21428571428571427,0.07142857142857142,0.6618220115850447,0.07142857142857142,0.3333333333333333,0.125,0.06666666666666667,0.11764705882352941,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0.1111111111111111,0.4,0.38095238095238093,0.2857142857142857,0.0850974196945761,0.07142857142857142,0.6666666666666666,0.375,0.4,0.6470588235294118,1,1,1,-1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.3333333333333333,0.15,0.23809523809523808,0.8571428571428571,0.9362822538177988,0.35714285714285715,0.6666666666666666,0.05,0.13333333333333333,0.11764705882352941,1,0,0,1,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.8888888888888888,0.4,0.6904761904761905,0,0.18583464981569248,0,0.5,0.2,0.06666666666666667,0.4117647058823529,0,0,0,-1,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.4444444444444444,0.15,0.9047619047619048,0.10714285714285714,0.9919957872564508,0.21428571428571427,1,0,0,0,1,0,1,-1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.1111111111111111,0.25,0.5,0,0.5004212743549237,0.07142857142857142,0.3333333333333333,0.25,0.4666666666666667,0.5294117647058824,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.5,0.47619047619047616,0.10714285714285714,0.18088467614533965,0.14285714285714285,0.3333333333333333,0.5,0,0.4117647058823529,1,1,1,-1,0
